# arquivo_ll	user_tokens	assistant_tokens	total_tokens
extr_main.c_speakup_lock.ll	680	2559	3239
extr_main.c_vprintf_null.ll	344	1184	1528
extr_map.c_atf_equal_map_iter_map_iter.ll	980	2900	3880
extr_matroskaenc.c_mkv_check_tag_name.ll	1974	9038	11012
extr_max6642.c_temp_from_reg.ll	350	1394	1744
extr_max98095.c_max98095_jack_detect_disable.ll	889	3588	4477
extr_mdio-xgene.c_xgene_gmac_reset.ll	749	2800	3549
extr_mdio_10g.c_ef4_mdio_transmit_disable.ll	893	3577	4470
extr_mdp5.xml.h_REG_MDP5_AD_CALIB_AB.ll	387	1615	2002
extr_mdp5.xml.h_REG_MDP5_DSPP_DITHER_DEPTH.ll	403	1720	2123
extr_memory.c_auto_online_blocks_show.ll	969	3812	4781
extr_memstat.c_memstat_get_xdomain.ll	533	1562	2095
extr_menu_cbs_title.c_action_get_title_dropdown_playlist_right_thumbnail_mode_item.ll	537	2534	3071
extr_mgmtShell.spec.c_mgmtProcessDropDnodeMsg.ll	784	2781	3565
extr_microtek.c_mts_slave_configure.ll	565	1979	2544
extr_miiproxy.c_mdioproxy_detach.ll	421	1806	2227
extr_minilua.c_discharge2anyreg.ll	892	3411	4303
extr_minilua.c_freestack.ll	972	2725	3697
extr_minilua.c_lua_pushlstring.ll	761	2421	3182
extr_mips-dis.c_print_insn_big_mips.ll	616	2284	2900
extr_misc.c_release_input.ll	1190	4049	5239
extr_mite.c_mite_bytes_written_to_memory_lb.ll	616	2443	3059
extr_mite.h_MITE_CHCR.ll	355	1254	1609
extr_mkcasfw.c_align.ll	439	1605	2044
extr_mlx4_port.c_mlx4_SET_PORT_wrapper.ll	1475	3947	5422
extr_mmc_test.c_mmc_test_cmds_during_write.ll	572	2052	2624
extr_mmu.c_kvm_mips_gpa_pte_to_gva_mapped.ll	661	2731	3392
extr_mmu.c_kvm_page_table_hashfn.ll	441	1897	2338
extr_mmu_audit.c_audit_all_active_sps.ll	573	2120	2693
extr_mmu_audit.c_audit_vcpu_spte.ll	575	1968	2543
extr_module.c_RM_GetRandomHexChars.ll	387	1436	1823
extr_module.c_module_finalize.ll	507	1470	1977
extr_module.c_module_frob_arch_sections.ll	542	1619	2161
extr_monitors.c_framebuffer_size_callback.ll	493	2687	3180
extr_mrsas.c_mrsas_get_map_info.ll	827	2530	3357
extr_msf.c_msf_probe.ll	1372	4709	6081
extr_msg.h_msg_importance.ll	1376	4473	5849
extr_msg.h_msg_isdata.ll	618	2471	3089
extr_msg.h_msg_syncpt.ll	525	1674	2199
extr_msg.h_msg_user.ll	519	1602	2121
extr_msrle32.c_Intensity.ll	856	2653	3509
extr_msu.c_msc_win_base.ll	699	1906	2605
extr_mt9t031.c_reg_clear.ll	737	2003	2740
extr_mthca_cmd.c_mthca_HW2SW_EQ.ll	863	3212	4075
extr_mtip32xx.c_mtip_hw_debugfs_exit.ll	547	1807	2354
extr_mtk-eint.c_mtk_eint_do_resume.ll	675	1975	2650
extr_mtk-hsdma.c_mtk_dma_set.ll	563	1775	2338
extr_mtkswitch_rt3050.c_mtkswitch_hw_setup.ll	673	2618	3291
extr_multi.c_led_set_kb.ll	742	2749	3491
extr_musb_host.c_musb_h_tx_start.ll	1458	4775	6233
extr_mv88e6063.c_mv88e6063_setup_global.ll	688	2657	3345
extr_mv88x201x.c_led_init.ll	616	2281	2897
extr_mv_sas.c_mvs_tag_free.ll	520	1488	2008
extr_mvsw61xx.c_mvsw61xx_mdio_page_write.ll	785	3202	3987
extr_mxsfb_drv.c_mxsfb_disable_axi_clk.ll	643	2172	2815
extr_n2-drv.c_n2rng_control_check.ll	875	2541	3416
extr_n_gsm.c_gsm_control_wait.ll	843	2366	3209
extr_nbio_v7_4.c_nbio_v7_4_vcn_doorbell_range.ll	1664	5698	7362
extr_nctgpio.c_nct_io_read.ll	625	1897	2522
extr_ndisc.c_pndisc_redo.ll	557	1661	2218
extr_net-tcp-rpc-server.c_tcp_rpcs_default_execute.ll	1902	6454	8356
extr_netiucv.c_iucv_dbf_passes.ll	596	1612	2208
extr_nfp_nsp.c_nfp_nsp_mac_reinit.ll	593	2034	2627
extr_nfs4recover.c_nfsd4_init_cld_pipe.ll	719	2685	3404
extr_nic.c_ef4_nic_event_present.ll	606	1811	2417
extr_nicvf_queues.c_nicvf_xdp_sq_append_pkt.ll	1442	4861	6303
extr_nitrox_aead.c_free_src_sglist.ll	535	1698	2233
extr_nitrox_reqmgr.c_softreq_destroy.ll	559	1862	2421
extr_nldev.c_fill_res_name_pid.ll	1573	4796	6369
extr_norm_desc.c_ndesc_enable_tx_timestamp.ll	648	2576	3224
extr_nouveau_dmem.c_nouveau_dmem_page.ll	863	2907	3770
extr_nstime.c_nstime_msec.ll	594	1913	2507
extr_nstime.c_nstime_sec.ll	591	1928	2519
extr_ntb_transport.c_ntb_list_add.ll	854	2628	3482
extr_nv_setup.c_NVReadAttr.ll	1177	3892	5069
extr_nvc0.c_nvc0_graph_ctxctl_debug.ll	912	2878	3790
extr_nvpair.c_nvpair_size.ll	542	1568	2110
extr_obs-properties.c_frame_rate_data_free.ll	779	2464	3243
extr_obs-properties.c_int_data_free.ll	608	1836	2444
extr_ocelot.c_ocelot_port_vlan_del_vlan.ll	1203	3556	4759
extr_ohci-ppc-soc.c_usb_hcd_ppc_soc_remove.ll	1155	3585	4740
extr_olpc_dcon.c_dcon_read.ll	563	1691	2254
extr_omap-aes.c_fallback_show.ll	752	2927	3679
extr_omap-mailbox.c_mbox_write_reg.ll	596	2200	2796
extr_onenand_base.c_onenand_block_isbad.ll	723	2900	3623
extr_open.c_stream_open.ll	1054	3674	4728
extr_osk5912.c_osk_tlv320aic23_init.ll	1248	5077	6325
extr_output.c_php_output_stdout.ll	436	2058	2494
extr_ov5645.c_ov5645_set_saturation.ll	936	3055	3991
extr_p4-clockmod.c_cpufreq_p4_cpu_exit.ll	567	1908	2475
extr_p9auth.c_cap_release.ll	605	1488	2093
extr_panel-samsung-s6e8aa0.c_s6e8aa0_clear_error.ll	572	1714	2286
extr_panic.c_putEntry.ll	514	2378	2892
extr_parent.c_xchk_setup_parent.ll	632	1902	2534
extr_parport_ip32.c_parport_ip32_data_forward.ll	594	2418	3012
extr_parser.c_cp_block_requires_copying.ll	812	2781	3593
extr_pata_amd.c_nv100_set_piomode.ll	682	2178	2860
extr_patch_realtek.c_alc_pre_init.ll	515	1664	2179
extr_path.c_get_html_path.ll	514	2552	3066
extr_pcf50633-core.c_pcf50633_irq_mask.ll	730	2804	3534
extr_pcg64.orig.h_pcg_oneseq_128_xsl_rr_64_random_r.ll	678	2388	3066
extr_pcg64.orig.h_pcg_setseq_128_xsl_rr_rr_128_random_r.ll	691	2383	3074
extr_pch_can.c_pch_can_release.ll	872	3119	3991
extr_pci-exynos.c_exynos_pcie_enable_interrupts.ll	810	3008	3818
extr_pci-mvebu.c_mvebu_pcie_link_up.ll	731	2606	3337
extr_pci.c_ath10k_pci_htc_rx_cb.ll	640	2380	3020
extr_pci.c_pci_power_reset.ll	811	3285	4096
extr_pci_virtio_scsi.c_pci_vtscsi_an_handle.ll	655	1907	2562
extr_pcie-altera.c_tlp_write_tx.ll	1126	3434	4560
extr_pcie-octeon.c_cvmx_pcie_config_write32.ll	682	2770	3452
extr_pcm_native.c_period_to_usecs.ll	925	3312	4237
extr_pdc_adma.c_adma_thaw.ll	502	1584	2086
extr_pg_regress.c_drop_database_if_exists.ll	648	3329	3977
extr_php-engine.c_sigpoll_handler.ll	431	1827	2258
extr_phy-generic.c_usb_phy_generic_unregister.ll	507	1953	2460
extr_phy_cmn.c_wlc_phy_noise_sample_request_external.ll	788	3067	3855
extr_phy_ht.c_b43_phy_ht_op_radio_read.ll	824	2883	3707
extr_phy_lp.c_lpphy_restore_crs.ll	854	3060	3914
extr_phy_lp.c_lpphy_stop_ddfs.ll	754	2684	3438
extr_phy_n.c_b43_radio_2057_init.ll	677	2240	2917
extr_physmap-versatile.c_versatile_flash_set_vpp.ll	914	3811	4725
extr_pipe.c_usbhs_pipe_enable.ll	696	2580	3276
extr_pmac.c_snd_pmac_pcm_hw_free.ll	541	1787	2328
extr_pmbus_core.c_pmbus_data2reg_vid.ll	816	2707	3523
extr_pmemcached-data.c_wildcard_update_use.ll	571	2021	2592
extr_pnfs.h_nfs_have_layout.ll	501	1360	1861
extr_pnpinfo.c_pnp_write.ll	484	2121	2605
extr_pom.c_dtor.ll	418	2091	2509
extr_posix-cpu-timers.c_update_gt_cputime.ll	1371	3414	4785
extr_posix-spawn.c_posix_spawn_file_actions_init.ll	489	1811	2300
extr_posix-timers.c_posix_clock_realtime_get.ll	541	1808	2349
extr_power.h_pm_wakeup_source_sysfs_add.ll	515	1543	2058
extr_powerpc.c_kvm_arch_vcpu_load.ll	536	1729	2265
extr_prereleasestb_lib.h_stb__from_utf8.ll	598	2191	2789
extr_prime_o.c_led_set_kb.ll	339	1283	1622
extr_print.c_twips_to_pixels.ll	439	1800	2239
extr_proc-service.c_ps_pdread.ll	422	1964	2386
extr_progress.c_nperror.ll	806	3724	4530
extr_protocol.c_usb_stor_transparent_scsi_command.ll	627	2090	2717
extr_ps2_gfx.c_refreshScreen.ll	960	2436	3396
extr_ps3_gelic_net.c_gelic_card_disable_txdmac.ll	911	3326	4237
extr_pt.c_pt_event_del.ll	561	1919	2480
extr_pt.c_set_current_access_from_decl.ll	733	3456	4189
extr_pt1.c_pt1_init_streams.ll	797	3236	4033
extr_pt_packet_decoder.c_pt_pkt_free_decoder.ll	578	2015	2593
extr_ptrace.c_do_syscall_trace_leave.ll	1213	4279	5492
extr_pvrusb2-ctrl.c_pvr2_ctrl_set_value.ll	560	1847	2407
extr_q_math.c_Floor.ll	314	1205	1519
extr_qed_dcbx.c_qed_dcbx_get_common_params.ll	1224	4090	5314
extr_qed_debug.c_qed_cyclic_add.ll	382	1487	1869
extr_qed_sriov.h_qed_iov_mark_vf_flr.ll	544	1507	2051
extr_qed_vf.h_qed_vf_pf_vport_stop.ll	611	1953	2564
extr_qemu_fw_cfg.c_fw_cfg_showrev.ll	757	2886	3643
extr_qib_iba7322.c_qib_7322_tidtemplate.ll	1163	2971	4134
extr_qlcnic_83xx_init.c_qlcnic_83xx_take_eport_out_of_reset.ll	1589	6115	7704
extr_qlcnic_hw.c_qlcnic_pcie_sem_unlock.ll	668	2207	2875
extr_qlcnic_sriov_common.c_qlcnic_sriov_get_bc_paysize.ll	705	2843	3548
extr_qpi.c_qpi_attach.ll	646	2541	3187
extr_qxl_cmd.c_qxl_io_flush_release.ll	635	2633	3268
extr_r8169.c_rtl_w1w0_phy_ocp.ll	706	2345	3051
extr_r8192U_core.c___addsf3.ll	362	1310	1672
extr_raid5-log.h_log_write_stripe_run.ll	857	2745	3602
extr_ravb_main.c_ravb_set_mdio_data.ll	590	2128	2718
extr_reg.h_mlxsw_reg_recr2_pack.ll	726	2842	3568
extr_regress.gen.c_run_complete.ll	787	1841	2628
extr_rematrix.c_sane_layout.ll	1832	7223	9055
extr_renesas_sdhi_internal_dmac.c_renesas_sdhi_internal_dmac_dm_write.ll	623	2479	3102
extr_revision.c_add_message_grep.ll	614	2176	2790
extr_rockchip_lvds.c_rockchip_lvds_poweron.ll	8880	33510	42390
extr_rocker_ofdpa.c_ofdpa_port_is_bridged.ll	586	2266	2852
extr_rpmsg_core.c_rpmsg_find_device.ll	690	2454	3144
extr_rs.c_get_num_of_ant_from_rate.ll	795	2998	3793
extr_rs780_dpm.c_rs780_voltage_scaling_enable.ll	812	2897	3709
extr_rsi_usb.h_rsi_usb_event_timeout.ll	601	2034	2635
extr_rt2800lib.c_rt2800_init_bbp_3390.ll	1720	5760	7480
extr_rt2800mmio.c_rt2800mmio_enable_radio.ll	950	2978	3928
extr_rtas_pci.c_config_access_valid.ll	818	2267	3085
extr_rtc-puv3.c_puv3_rtc_gettime.ll	866	3121	3987
extr_rtlanal.c_reg_set_p.ll	1879	7255	9134
extr_rtllib_crypt_tkip.c_Lo8.ll	361	1079	1440
extr_rts5260.c_rtsx_base_disable_auto_blink.ll	744	3059	3803
extr_rtw8822c.c_rtw8822c_coex_cfg_gnt_debug.ll	925	3118	4043
extr_rtw8822c.c_rtw8822c_dac_cal_restore_prepare.ll	3565	10836	14401
extr_run.c_parse_script_a.ll	435	1924	2359
extr_rv515.c_rv515_vga_render_disable.ll	829	2868	3697
extr_rv6xx_dpm.c_rv6xx_enable_engine_spread_spectrum.ll	839	3479	4318
extr_rw_bitmaps.c_ext2fs_write_block_bitmap.ll	376	1638	2014
extr_sanity.c_atf_sanity_post.ll	461	2453	2914
extr_savagefb.h_VGArGR.ll	597	1828	2425
extr_savagefb_driver.c_savage3D_waitidle.ll	646	2206	2852
extr_scan.c_wpa_supplicant_notify_scanning.ll	659	2175	2834
extr_schema.c_sepgsql_schema_setattr.ll	442	2207	2649
extr_scsi_debug.c_sdebug_no_uld_show.ll	720	3284	4004
extr_scsi_transport_sas.c_scsi_is_sas_rphy.ll	820	3354	4174
extr_sdmmc_sd.c_sdmmc_decode_cid.ll	1312	3352	4664
extr_sec_drv.c_sec_queue_cmdbase_addr.ll	921	4128	5049
extr_seqmap-data.c_index_load_unsure.ll	393	1471	1864
extr_serial.c_serial_close.ll	494	1513	2007
extr_service.c_service_trace.ll	387	1879	2266
extr_sfp.c_sfp_hwmon_insert.ll	504	1427	1931
extr_shadowacpi.c_nouveau_acpi_get_bios_chunk.ll	448	1841	2289
extr_shash.c_shash_free_instance.ll	667	2249	2916
extr_shpchp_hpc.c_is_ctrl_busy.ll	592	2071	2663
extr_skcipher.c_skcipher_set_needkey.ll	714	2733	3447
extr_skeletonfb.c_xxxfb_sync.ll	497	1348	1845
extr_skynet_mq.c_skynet_mq_overload.ll	673	1825	2498
extr_slc-gram.c_defval_strings.ll	685	2876	3561
extr_sljitLir.c_function_check_dst.ll	1813	5746	7559
extr_sljitNativeARM_T2_32.c_emit_set_delta.ll	2210	6833	9043
extr_smack_lsm.c_smack_task_getscheduler.ll	577	2246	2823
extr_smd.c_smd_cur_packet_size.ll	538	1486	2024
extr_smiapp-quirk.c_jt8ev1_limits.ll	782	2936	3718
extr_smp.c_riscv_hartid_to_cpuid.ll	902	3607	4509
extr_smsc47m1.c_superio_outb.ll	451	1950	2401
extr_smu8_smumgr.c_smu8_send_msg_to_smc.ll	583	1945	2528
extr_snprintf.c_my_strnlen.ll	699	1674	2373
extr_soc_rt3050.c_rt5350_rxcsum_config.ll	1153	3775	4928
extr_socfpga_a10_manager.c_fpgamgr_a10_probe.ll	891	4050	4941
extr_softdog.c_softdog_set_heartbeat.ll	617	2328	2945
extr_spa_misc.c_spa_deadman_synctime.ll	561	1584	2145
extr_spca561.c_sd_init_12a.ll	709	2804	3513
extr_specifier.h_specifier_escape.ll	444	2298	2742
extr_spi-nor.c_winbond_set_4byte.ll	864	2515	3379
extr_spi-sprd.c_sprd_spi_irq_enable.ll	1328	5993	7321
extr_spi.c_SPI_scroll_cursor_fetch.ll	485	2544	3029
extr_sqlite3.c_journalHdrOffset.ll	1106	3600	4706
extr_sqlite3.c_validJulianDay.ll	601	2343	2944
extr_ssb_private.h_ssb_pci_switch_core.ll	628	1758	2386
extr_ssi.c_rsnd_ssi_prepare.ll	745	2165	2910
extr_ssl_test.c_check_protocol.ll	1703	5467	7170
extr_ssp16.c_write_ST.ll	364	1638	2002
extr_stackmap.c_stack_map_use_build_id.ll	640	2211	2851
extr_stem_UTF_8_finnish.c_r_LONG.ll	623	2175	2798
extr_sticon.c_sticon_blank.ll	1153	3888	5041
extr_stm32-booster.c_stm32mp1_booster_disable.ll	781	2972	3753
extr_stm32-usart.c_stm32_stop_tx.ll	524	1739	2263
extr_stm32f0xx_i2c.c_I2C_ClearFlag.ll	721	2165	2886
extr_stm32f4xx_i2c.c_I2C_FastModeDutyCycleConfig.ll	1047	3533	4580
extr_storage32.c_StorageInternalImpl_SetTransactionSig.ll	422	2007	2429
extr_str_constpool.c_kv_fini.ll	515	1464	1979
extr_string.c_strglobmatch_nocase.ll	414	1918	2332
extr_string.c_svn_stringbuf_isempty.ll	570	1933	2503
extr_sumo_dpm.c_sumo_set_forced_level_0.ll	537	1901	2438
extr_sumo_dpm.c_sumo_set_forced_mode_disabled.ll	537	1871	2408
extr_sunsu.c_sunsu_verify_port.ll	695	2240	2935
extr_super.c_ext4_group_desc_csum_verify.ll	944	3339	4283
extr_super.c_nilfs_set_default_options.ll	830	2922	3752
extr_surface.c_FilterFlareSurfIntoTree.ll	692	2181	2873
extr_svc.c_gb_svc_add.ll	533	1539	2072
extr_svm.c_svm_vcpu_unblocking.ll	520	1666	2186
extr_sy8106a.c_sy8106a_regnode_init.ll	529	1548	2077
extr_sym_glue.h_sym_get_cam_status.ll	535	1710	2245
extr_sym_hipd.c_sym_chip_reset.ll	906	3340	4246
extr_synclink_gt.c_free_dma_bufs.ll	1131	2643	3774
extr_sys_generic.c_sys_pwrite.ll	945	2245	3190
extr_system-bus.c_ps3_ioc0_free_mmio_region.ll	528	1598	2126
extr_system_methods.c_xsm_register.ll	898	4496	5394
extr_t1.c_opj_t1_dec_refpass_mqc.ll	927	2558	3485
extr_target_core_stat.c_target_stat_scsi_tgt_dev_show_attr_num_lus.ll	743	3637	4380
extr_task_policy.c_trace_resource_violation.ll	1112	3456	4568
extr_task_queue.c_task_get_mute.ll	659	2421	3080
extr_task_queue.c_task_set_cancelled.ll	665	2600	3265
extr_tc-mips.c_normalize_constant_expr.ll	775	2892	3667
extr_tc_tun_geneve.c_mlx5e_tc_tun_can_offload_geneve.ll	800	3016	3816
extr_tcan4x5x.c_tcan4x5x_check_wake.ll	1253	3241	4494
extr_tcic.c_tcic_aux_getw.ll	695	2874	3569
extr_tcp_newreno.c_tcp_newreno_after_timeout.ll	1350	4070	5420
extr_tcrypt.c_tcrypt_test.ll	704	3753	4457
extr_tea6330t.c_snd_tea6330_free.ll	552	1626	2178
extr_tea6330t.c_snd_tea6330t_detect.ll	758	2728	3486
extr_test-connect-unspecified.c_connect_6.ll	438	1905	2343
extr_test-signal-pending-on-close.c_close_cb.ll	439	1906	2345
extr_test-tcp-writealot.c_alloc_cb.ll	627	1801	2428
extr_test_power.c_param_get_ac_online.ll	817	3381	4198
extr_tetrahedron.c_TH_FindOrCreateEdge.ll	547	1975	2522
extr_tetrahedron.c_TH_TriangleArea.ll	339	1205	1544
extr_tg3.c_tg3_txcpu_pause.ll	582	1950	2532
extr_thinkpad_acpi.c_hotkey_recommended_mask_show.ll	992	4596	5588
extr_thunderx2_pmu.c_alloc_counter.ll	1010	2848	3858
extr_ti-thermal.h_ti_thermal_remove_sensor.ll	523	1644	2167
extr_ti_sdhci.c_WR4.ll	684	2011	2695
extr_time-wait-sync.c_clock_state_release_timerfd.ll	758	2352	3110
extr_time.c_pxa_read_oscr.ll	562	1866	2428
extr_time.c_timeval_to_num.ll	753	2222	2975
extr_timeconv.c_math_div.ll	479	2146	2625
extr_timekeeping_internal.h_clocksource_delta.ll	374	1443	1817
extr_timer.c_advance_time.ll	435	1785	2220
extr_tlb.c_spinaphore_init.ll	554	1659	2213
extr_tlog.c_taosCloseLogByFd.ll	473	1649	2122
extr_tooltips.c_TOOLTIPS_Activate.ll	923	2992	3915
extr_toshiba_acpi.c_keys_proc_open.ll	731	2475	3206
extr_trace_events_hist.c_onmatch_create.ll	619	1975	2594
extr_trace_nop.c_nop_trace_reset.ll	501	1671	2172
extr_traveller.c_led_set_kb.ll	339	1295	1634
extr_tree-dfa.c_debug_variable.ll	375	1816	2191
extr_triangle-vulkan.c_demo_error_callback.ll	501	2578	3079
extr_tscFunctionImpl.c_data_req_load_info.ll	463	1870	2333
extr_tun.c_tun_get_settings.ll	1459	4119	5578
extr_tun.c_tun_napi_frags_enabled.ll	554	1503	2057
extr_txc43128_phy.c_txc_reset_logic.ll	596	2187	2783
extr_txrx.c_cw1200_skb_dtor.ll	1527	4387	5914
extr_typcache.c_record_fields_have_equality.ll	904	3397	4301
extr_types.c_svn_depth_from_word.ll	1461	7047	8508
extr_uart_dev_ar933x.c_ar933x_init.ll	1182	3756	4938
extr_uas.c_uas_resume.ll	499	1415	1914
extr_udivmod.c___udivsi3.ll	365	1586	1951
extr_uftdi.c_uftdi_cfg_open.ll	548	1919	2467
extr_ugidfw_vnode.c_ugidfw_vnode_check_listextattr.ll	819	2663	3482
extr_ui_syscalls.c_trap_LAN_GetPing.ll	511	2476	2987
extr_ui_syscalls.c_trap_LAN_GetPingInfo.ll	478	2226	2704
extr_uinput.c_uinput_request_reserve_slot.ll	735	2456	3191
extr_uip_tcp.c_uip_tcpinput_timewait.ll	1124	5210	6334
extr_uipc_socket2.c_soissrcbackground.ll	940	2831	3771
extr_ultracam.c_ultracam_video_start.ll	517	1735	2252
extr_unpack-trees.c_verify_uptodate_sparse.ll	721	2699	3420
extr_unwind-libunwind-local.c__unwind__finish_access.ll	552	1954	2506
extr_uprobes.c_valid_vma.ll	1128	3856	4984
extr_upsdl.c_startIO.ll	638	2605	3243
extr_usb-init.c_nlm_usb_hw_reset.ll	1266	4920	6186
extr_usb_halinit.c__InitRxSetting.ll	621	2244	2865
extr_usb_transfer.c_usbd_xfer_set_timeout.ll	480	1656	2136
extr_usbipd.c_signal_handler.ll	428	1998	2426
extr_user_filters.c_print_vf_help_list.ll	589	2158	2747
extr_userdiff.c_userdiff_find_by_name.ll	639	2145	2784
extr_util.c_ieee80211_can_queue_work.ll	915	3247	4162
extr_v1.c_nvkm_falcon_v1_set_start_addr.ll	569	1976	2545
extr_v3d_drv.h_v3d_has_csd.ll	590	1569	2159
extr_v4l2-dev.c_devnode_clear.ll	686	2015	2701
extr_vdec_helpers.c_amvdec_read_parser.ll	569	2079	2648
extr_verbs.c_mlx5_free_pd.ll	735	1928	2663
extr_vfpdouble.c_vfp_double_fcmpe.ll	401	1468	1869
extr_vfpsingle.c_vfp_single_fcmp.ll	402	1421	1823
extr_vfs_subr.c_vnode_rele_ext.ll	403	1509	1912
extr_viddc.c_VIDDCVdp2SetPriorityRBG0.ll	411	1841	2252
extr_virtgpu_display.c_virtio_gpu_crtc_atomic_check.ll	650	1938	2588
extr_virtio_blk.c_vtblk_stop.ll	717	1936	2653
extr_virtio_scsi.c_vtscsi_reset_bus.ll	2586	9067	11653
extr_vlynq.c_vlynq_set_remote_irq.ll	1543	3492	5035
extr_vmmapi.c_vm_get_lowmem_size.ll	533	1448	1981
extr_vmmapi.c_vm_get_memflags.ll	525	1377	1902
extr_vorbisfile.c_ov_streams.ll	521	1553	2074
extr_vp7045-fe.c_vp7045_fe_get_tune_settings.ll	631	2104	2735
extr_vp8l_enc.c_WriteRealAlphaAndVersion.ll	760	2838	3598
extr_vpdma.c_vpdma_list_busy.ll	687	2398	3085
extr_vpe.c_read_reg.ll	560	1773	2333
extr_vpfe_capture.c_vpfe_resume.ll	507	1467	1974
extr_vport-geneve.c_geneve_vport.ll	638	1800	2438
extr_vringh.c_vringh_notify_disable_kern.ll	578	2204	2782
extr_vt_buf.c_vtbuf_lock.ll	493	1422	1915
extr_vv-tl-parse.c_tl_result_new_flags.ll	378	1276	1654
extr_w00t.c_open_tx.ll	459	1831	2290
extr_wbusb.c_wbsoft_get_tsf.ll	571	2210	2781
extr_weights-data.c_readadv.ll	715	3466	4181
extr_windfarm_cpufreq_clamp.c_clamp_min.ll	512	1533	2045
extr_wlanwds.c_usage.ll	520	2770	3290
extr_wm9081.c_wm9081_reset.ll	628	2205	2833
extr_worktree.c_is_main_worktree.ll	567	1666	2233
extr_wps_registrar.c_wps_build_cred_ssid.ll	1336	4893	6229
extr_wq.h_mlx5_cqwq_pop.ll	571	1468	2039
extr_write_sltg.c_init_sltg_data.ll	760	1951	2711
extr_x11_main.c_fillrect.ll	643	3112	3755
extr_x509_vfy.c_X509_STORE_CTX_get_check_revocation.ll	577	1832	2409
extr_xattr.c_xattr_datum_hashkey.ll	556	2361	2917
extr_xc5000.c_xc_wait.ll	331	1237	1568
extr_xdp_monitor_kern.c_trace_xdp_redirect.ll	520	1810	2330
extr_xfs_format.h_xfs_sb_has_compat_feature.ll	617	1874	2491
extr_xgbe-dev.c_xgbe_is_last_desc.ll	688	2443	3131
extr_xgene_enet_hw.c_xgene_enet_config_ring_if_assoc.ll	1096	4204	5300
extr_xo_buf.h_xo_buf_left.ll	796	1774	2570
extr_xonar_cs43xx.c_xonar_d1_resume.ll	852	3222	4074
extr_xonar_dg_mixer.c_dg_control_filter.ll	647	2664	3311
extr_xt_hashlimit.c_hashlimit_pernet.ll	684	2233	2917
extr_z150_blackheart.c_led_set_kb.ll	1412	4613	6025
extr_zcomp.c_zcomp_available_algorithm.ll	680	2725	3405
extr_zend_inference.c_get_ssa_alias_types.ll	1611	6390	8001
extr_zfs_ioctl.c_history_str_free.ll	441	1988	2429
extr_zone.c_ldns_zone_rr_count.ll	555	1702	2257
extr_zstd_decompress.c_ZSTD_nextSrcSizeToDecompress.ll	553	1693	2246
extr_zstd_v04.c_ZBUFFv04_getErrorName.ll	372	1566	1938
extr_zstd_v06.c_ZSTDv06_isError.ll	365	1311	1676
extr_zutil_nicenum.c_zfs_nicenum.ll	491	1989	2480
# SUM	597554	2114232	2711786
